datetime,machineID,volt,rotate,pressure,vibration
03/01/2015 8:00,1,164.3414353,568.9723103,94.48853315,49.02358461
03/01/2015 9:00,1,171.4642919,454.3179588,85.24660951,47.69846355
03/01/2015 10:00,1,194.5811697,448.3602591,98.39061771,50.60214119
03/01/2015 11:00,1,156.8661129,405.8698402,98.6408163,54.69816262
03/01/2015 12:00,1,171.8264,439.8414888,87.87487125,55.76809656
03/01/2015 13:00,1,190.4319599,427.6758878,116.0084041,55.06211046
03/01/2015 14:00,1,166.4806837,487.4226764,90.42389187,66.76451473
03/01/2015 15:00,1,154.1992579,469.8543126,85.75554623,47.94679272
03/01/2015 16:00,1,156.9532459,462.0241817,106.3467179,48.82030086
03/01/2015 17:00,1,164.1480946,429.8221435,104.5321236,43.78868155
03/01/2015 18:00,1,157.2897489,416.0350041,93.10698556,48.41435912
03/01/2015 19:00,1,166.0904091,425.8034313,87.68541785,57.92805735
03/01/2015 20:00,1,163.7837044,520.5826944,97.16098389,56.44248773
03/01/2015 21:00,1,167.254238,382.541315,104.485227,39.27356747
03/01/2015 22:00,1,176.1058415,428.3258218,107.2668715,52.36467547
03/01/2015 23:00,1,179.3694969,374.1271481,87.73743523,49.15397246
04/01/2015 0:00,1,195.1730862,436.1736201,103.8332384,49.94710205
04/01/2015 1:00,1,168.9695952,467.2859046,117.1482273,58.39205017
04/01/2015 2:00,1,165.1874013,475.1269368,114.584421,57.54901573
04/01/2015 3:00,1,192.0650858,506.5951286,113.6723006,57.80916166
04/01/2015 4:00,1,195.564941,384.1389048,106.5528278,49.65739163
04/01/2015 5:00,1,170.6486606,464.1897259,103.7429474,58.45766734
04/01/2015 6:00,1,165.0101402,448.4688379,97.70962953,48.23894111
04/01/2015 7:00,1,142.6664687,433.2794987,118.8534524,54.84873059
04/01/2015 8:00,1,191.168936,479.6151363,101.9996629,52.8825673
04/01/2015 9:00,1,157.4362635,438.0913114,113.1009147,53.69554359
04/01/2015 10:00,1,153.1435581,440.1626846,94.52489372,57.41107765
04/01/2015 11:00,1,215.6564883,458.0977462,95.03627986,51.64798081
04/01/2015 12:00,1,173.5253196,421.7283893,100.6175273,50.45829652
04/01/2015 13:00,1,169.5011208,454.4601142,91.67557563,45.95134908
04/01/2015 14:00,1,129.0167072,479.4577206,111.5750378,49.39841168
04/01/2015 15:00,1,168.5031412,455.5368678,83.68983663,43.91786206
04/01/2015 16:00,1,184.640476,365.2138038,87.47400906,52.04815236
04/01/2015 17:00,1,176.2080337,517.3485328,82.40081785,46.95049227
04/01/2015 18:00,1,183.6848324,414.4811638,111.6846591,56.83716523
04/01/2015 19:00,1,199.755983,425.8325604,107.3350797,41.67488668
04/01/2015 20:00,1,187.5366277,427.7639702,103.1599632,50.14651529
04/01/2015 21:00,1,162.3689448,458.4918675,95.74868343,50.24004544
04/01/2015 22:00,1,180.5627027,447.1013997,89.26013052,51.94191441
04/01/2015 23:00,1,167.0237559,471.1949873,89.47427082,62.46410274
05/01/2015 0:00,1,161.9289382,376.7196052,89.96958837,58.08748781
05/01/2015 1:00,1,127.1636202,430.4751849,95.6671783,46.84559982
05/01/2015 2:00,1,158.1552972,429.3462168,94.89258922,58.22515067
05/01/2015 3:00,1,177.3172195,461.8012455,103.0563445,49.8946467
05/01/2015 4:00,1,202.5204881,387.0053177,94.68620789,45.20234743
05/01/2015 5:00,1,177.5104192,469.7873011,100.4984262,59.57725075
05/01/2015 6:00,1,179.3031531,499.7779624,111.8330276,52.38309672
05/01/2015 7:00,1,155.5114518,498.3984348,103.0681344,33.27041506
05/01/2015 8:00,1,172.4398206,392.1249586,108.1351588,39.47749749
05/01/2015 9:00,1,138.8264369,451.3489671,126.4645802,38.25746195
05/01/2015 10:00,1,177.2784023,403.1993889,100.8586135,38.77602118
05/01/2015 11:00,1,180.4515317,494.6814076,103.8103596,39.82276278
05/01/2015 12:00,1,172.7827087,433.7739523,118.8936029,52.15428058
05/01/2015 13:00,1,180.5110027,429.0586856,107.3146081,39.23246869
05/01/2015 14:00,1,174.6752154,396.7578317,111.505227,33.1560114
05/01/2015 15:00,1,181.4069354,575.5051894,102.0080823,38.0540357
05/01/2015 16:00,1,197.6369544,448.4679151,78.72196127,34.36774697
05/01/2015 17:00,1,186.6854426,438.0371212,86.17184873,37.2913723
05/01/2015 18:00,1,170.4899594,469.4733847,90.43487046,42.11183304
05/01/2015 19:00,1,153.2832655,510.5023286,112.6920411,40.70078289
05/01/2015 20:00,1,176.2708673,465.0802457,109.3354178,33.17529685
05/01/2015 21:00,1,163.9964714,517.7257135,109.3537597,41.08338952
05/01/2015 22:00,1,192.4023965,492.0276552,95.68675962,40.97766684
05/01/2015 23:00,1,145.8937859,444.6699822,101.6563489,47.8028486
06/01/2015 0:00,1,163.7637232,471.3046334,115.8958421,45.62217
06/01/2015 1:00,1,176.3301256,503.1306467,113.5489042,42.28714857
06/01/2015 2:00,1,167.723952,471.4363014,106.0438069,32.81396692
06/01/2015 3:00,1,160.9077333,508.2013157,90.15214113,33.33154859
06/01/2015 4:00,1,165.429184,466.0206167,94.66952243,41.19153144
06/01/2015 5:00,1,179.4430415,459.9300354,108.5971066,42.64242746
06/01/2015 6:00,1,183.4275797,437.6282276,94.0061046,37.98500513
06/01/2015 7:00,1,179.9031895,461.1927516,93.00254831,42.87735863
06/01/2015 8:00,1,204.1022528,441.4330813,106.6925607,38.01913459
06/01/2015 9:00,1,187.6024636,474.8355302,92.96573492,46.09297728
06/01/2015 10:00,1,174.3156459,360.448017,97.29482592,39.50379005
06/01/2015 11:00,1,160.1034486,443.687932,100.198833,45.84221293
06/01/2015 12:00,1,213.787102,498.4255476,87.23414921,47.82911761
06/01/2015 13:00,1,180.1612325,461.5888722,96.57454891,37.78225037
06/01/2015 14:00,1,159.7351948,459.2583023,107.0917214,45.94451969
06/01/2015 15:00,1,172.7973812,345.4185134,95.62566888,44.504175
06/01/2015 16:00,1,165.1341005,507.8568475,104.4082416,36.66330723
06/01/2015 17:00,1,165.8794367,474.1572525,106.622136,36.28055972
06/01/2015 18:00,1,155.9974499,395.1803123,111.9770648,42.04566687
06/01/2015 19:00,1,171.7526802,392.6990493,110.8596441,40.60908715
06/01/2015 20:00,1,174.7874036,466.5149073,119.0531135,39.14570697
06/01/2015 21:00,1,153.8368682,495.1429421,102.8206852,45.88408899
06/01/2015 22:00,1,121.502718,428.6932513,103.4733958,45.86250695
06/01/2015 23:00,1,166.1768802,486.559454,98.25566704,45.40605948
07/01/2015 0:00,1,170.4427675,458.1091048,105.4234889,46.09114488
07/01/2015 1:00,1,178.9141066,475.5265797,80.11991815,42.91634313
07/01/2015 2:00,1,170.8870275,450.2468497,97.37932334,37.68349669
07/01/2015 3:00,1,176.2009834,427.2326621,92.91439531,44.90363918
07/01/2015 4:00,1,153.5334174,396.7974463,120.1978295,33.45640834
07/01/2015 5:00,1,180.6676289,379.9161671,110.1616707,41.22797023
07/01/2015 6:00,1,180.7833309,421.6760657,83.67332445,39.450313
07/01/2015 7:00,1,173.774766,434.6073146,105.0483401,47.57123296
07/01/2015 8:00,1,190.3591165,453.1424939,101.9047485,29.13390458
07/01/2015 9:00,1,176.0670271,453.2200052,84.40128053,54.91954657
07/01/2015 10:00,1,173.965464,440.1254856,81.95558715,41.06781362
07/01/2015 11:00,1,174.0206586,455.2108751,89.99396745,39.76714979
07/01/2015 12:00,1,176.5539587,544.8578203,107.9648015,35.55542253
07/01/2015 13:00,1,185.9018586,431.6564237,97.67473919,43.31438643
07/01/2015 14:00,1,176.7828559,406.9097409,84.95963715,45.74333272
07/01/2015 15:00,1,179.9479792,478.9112596,92.06754059,38.41138464
07/01/2015 16:00,1,152.9543967,432.437094,104.1739317,42.46312589
07/01/2015 17:00,1,164.4425372,496.3298204,109.311497,48.64716089
07/01/2015 18:00,1,192.1545438,432.1976817,84.4729306,45.44353189
07/01/2015 19:00,1,151.6414437,440.1338947,90.77146842,47.06710941
07/01/2015 20:00,1,173.8710258,496.517349,102.5764879,35.51102848
07/01/2015 21:00,1,176.0750421,420.8466008,104.8584067,47.39721416
07/01/2015 22:00,1,184.6370498,361.5621406,89.74559485,37.46336785
07/01/2015 23:00,1,164.766849,475.9356505,98.44529031,35.66047277
08/01/2015 0:00,1,172.3793816,528.5969521,105.0526619,36.865654
08/01/2015 1:00,1,143.551174,446.0213313,114.9170316,39.34496517
08/01/2015 2:00,1,175.0789407,460.7915984,88.7295926,41.653703
08/01/2015 3:00,1,160.0015246,436.240058,94.30992832,43.43998294
08/01/2015 4:00,1,166.4203006,501.7503462,105.6771996,43.18113656
08/01/2015 5:00,1,152.1835208,479.9124506,107.6179823,40.33629773
08/01/2015 6:00,1,175.7740298,410.6896406,111.7051031,36.8614976
08/01/2015 7:00,1,179.9986927,486.3890886,90.18467521,44.28970923
08/01/2015 8:00,1,165.4307917,470.8688108,97.5780294,39.71746846
08/01/2015 9:00,1,197.375166,406.0459208,100.6681423,39.80892796
08/01/2015 10:00,1,180.0583906,450.4293444,81.56528795,40.08836736
08/01/2015 11:00,1,184.2294886,428.9966581,112.2446375,43.89389763
08/01/2015 12:00,1,200.741045,366.2010761,112.3973698,29.03139156
08/01/2015 13:00,1,160.2332959,460.1353344,90.87770957,43.38524384
08/01/2015 14:00,1,182.1292891,429.8357948,94.3663275,36.74996449
08/01/2015 15:00,1,184.7987092,457.6906111,113.8227741,42.0625118
08/01/2015 16:00,1,169.9074381,459.1650383,99.67254399,39.38682757
08/01/2015 17:00,1,174.7857854,411.7415783,91.6270535,35.86338955
08/01/2015 18:00,1,154.8226715,377.9691172,94.2079538,39.59412146
08/01/2015 19:00,1,177.0525132,405.326954,107.2539394,33.18989316
08/01/2015 20:00,1,159.485445,437.3151601,113.2961212,34.01865177
08/01/2015 21:00,1,182.2052429,440.6744257,110.2080162,45.53442151
08/01/2015 22:00,1,157.8285382,493.9143879,107.9537533,41.38599468
08/01/2015 23:00,1,174.7909623,460.341073,104.3951084,33.08357812
09/01/2015 0:00,1,157.3021602,526.1685221,103.5215728,37.93042634
09/01/2015 1:00,1,166.3135523,426.5259115,104.5487645,40.69963651
09/01/2015 2:00,1,146.7071148,500.3968836,103.1327063,33.86637333
09/01/2015 3:00,1,171.9265105,454.0417381,108.215158,42.40622936
09/01/2015 4:00,1,184.7816508,488.7421745,104.8672713,36.55941778
09/01/2015 5:00,1,172.7487128,484.7129339,117.1641521,42.67345807
09/01/2015 6:00,1,143.5065618,438.7059292,94.27311897,47.92907674
09/01/2015 7:00,1,160.6919946,481.5723871,101.9583709,33.33351683
09/01/2015 8:00,1,194.8406456,481.8769629,93.62114204,33.15271059
09/01/2015 9:00,1,197.1470808,409.4549402,97.50534558,36.24650463
09/01/2015 10:00,1,152.3744485,499.8680935,99.5990862,39.94008436
09/01/2015 11:00,1,164.4994511,439.725423,107.2136558,37.57264896
09/01/2015 12:00,1,175.3043817,486.6606798,92.56241563,38.57905773
09/01/2015 13:00,1,174.7873433,510.5555873,104.7991825,43.36028001
09/01/2015 14:00,1,161.3006452,427.9973864,82.65325336,45.05053405
09/01/2015 15:00,1,155.7008195,408.579068,105.8040233,35.38017507
09/01/2015 16:00,1,167.3085712,513.1649452,97.04032058,43.0181039
09/01/2015 17:00,1,185.1471232,401.6004595,87.1771446,35.0286649
09/01/2015 18:00,1,170.3543992,407.8416203,108.5160918,31.46631089
09/01/2015 19:00,1,160.2645767,465.3293651,100.7449471,34.28591519
09/01/2015 20:00,1,162.4343867,472.4836789,110.8811897,36.99791042
09/01/2015 21:00,1,194.2158724,464.734076,87.69343824,42.76462754
09/01/2015 22:00,1,163.2956028,462.1064707,87.71402374,32.34060726
09/01/2015 23:00,1,181.4476514,552.372925,101.8718543,45.13330403
10/01/2015 0:00,1,192.0757803,457.7916081,102.7037764,40.89589375
10/01/2015 1:00,1,176.6549736,416.4290998,108.0937083,45.83473502
10/01/2015 2:00,1,163.6741719,418.4246495,99.03803807,39.0247039
10/01/2015 3:00,1,169.3999756,400.7700389,96.81019875,39.29209165
10/01/2015 4:00,1,162.6158005,443.4581358,111.9952894,44.8495014
10/01/2015 5:00,1,188.4157568,416.8197643,105.8902481,41.57578338
10/01/2015 6:00,1,167.7566965,448.3186675,110.5810236,40.99239707
10/01/2015 7:00,1,193.2497508,419.2064081,87.15548548,49.08466398
10/01/2015 8:00,1,161.575812,505.2559648,96.54584961,35.389595
10/01/2015 9:00,1,160.2932412,487.3169162,95.25600969,34.69857028
10/01/2015 10:00,1,172.1469824,439.2850684,86.47044999,45.55877786
10/01/2015 11:00,1,170.3628297,504.1397865,98.82158709,37.70418676
10/01/2015 12:00,1,162.4332271,511.2881714,119.7499264,36.85942367
10/01/2015 13:00,1,146.2790479,451.2859122,105.0931486,48.93007263
10/01/2015 14:00,1,170.4509963,470.8287436,98.78746553,37.19282285
10/01/2015 15:00,1,159.2513495,462.6911984,108.2329854,31.2000279
10/01/2015 16:00,1,186.2391643,471.232459,94.78005427,33.81081501
10/01/2015 17:00,1,155.7097182,448.4939146,86.89290271,37.66818012
10/01/2015 18:00,1,186.8972409,422.7375171,98.07716612,38.76392872
10/01/2015 19:00,1,160.2643547,521.60911,80.54230071,39.73221742
10/01/2015 20:00,1,174.3870512,429.2236307,107.87053,49.66702827
10/01/2015 21:00,1,183.4805409,464.0663501,101.4758142,41.82045988
10/01/2015 22:00,1,162.2188646,460.2289419,98.44151009,34.27237192
10/01/2015 23:00,1,178.3165783,465.7911688,93.02008233,30.12711407
11/01/2015 0:00,1,168.6803949,359.2440946,96.13488565,43.93230222
11/01/2015 1:00,1,152.9718061,353.8583145,72.85189591,43.63187101
11/01/2015 2:00,1,165.9488058,396.1751599,103.4425025,42.87418155
11/01/2015 3:00,1,194.2968482,400.1440676,103.5626336,43.77478431
11/01/2015 4:00,1,166.7880324,307.1755488,112.5535889,36.17246787
11/01/2015 5:00,1,157.7332631,512.0425361,98.70282958,46.08119577
11/01/2015 6:00,1,169.1896561,443.5933881,87.4375975,38.79039262
11/01/2015 7:00,1,174.9521241,435.8555383,77.72698197,44.28010763
11/01/2015 8:00,1,184.3298692,386.7073336,90.24414139,34.81400241
11/01/2015 9:00,1,187.1593982,456.1283311,90.0294606,33.05476117
11/01/2015 10:00,1,171.507836,375.227292,99.80089283,38.59860375
11/01/2015 11:00,1,187.4686287,386.9313779,87.94197257,43.76518589
11/01/2015 12:00,1,158.5361008,523.1719405,91.32616013,37.97485152
11/01/2015 13:00,1,134.8322989,477.8367146,114.4420897,36.76481073
11/01/2015 14:00,1,162.9247486,511.3207186,108.7731489,44.79672143
11/01/2015 15:00,1,162.2621677,459.5297532,86.02410674,36.72877399
11/01/2015 16:00,1,135.2594577,452.6327971,97.20017084,42.64743971
11/01/2015 17:00,1,178.4370764,376.1569178,106.747639,45.54890863
11/01/2015 18:00,1,158.2433729,425.5905825,106.8818256,34.59896484
11/01/2015 19:00,1,166.6091902,479.0038499,106.2449914,32.15116685
11/01/2015 20:00,1,146.1934552,586.9459625,99.21147252,47.58732634
11/01/2015 21:00,1,178.212863,453.7805409,95.94069685,51.78668676
11/01/2015 22:00,1,198.3684053,398.9992904,109.4745156,42.1723161
11/01/2015 23:00,1,156.8288433,454.8709739,96.19589925,48.44985521
12/01/2015 0:00,1,168.3116163,367.1665629,100.1096524,36.54533611
12/01/2015 1:00,1,199.230696,378.9581199,93.72424834,35.20954846
12/01/2015 2:00,1,184.007245,523.5655287,109.7631339,42.01307812
12/01/2015 3:00,1,198.6958913,411.6256005,93.09604461,37.75852859
12/01/2015 4:00,1,169.9214891,408.1036909,95.45741337,44.75212332
12/01/2015 5:00,1,167.7160993,470.7657963,91.96898616,36.14986742
12/01/2015 6:00,1,162.3555251,486.4533957,111.269645,47.55425898
12/01/2015 7:00,1,191.5186056,442.9696681,92.94805162,39.72734585
12/01/2015 8:00,1,150.712422,435.6171752,101.3818001,41.93557755
12/01/2015 9:00,1,174.6097132,472.5090364,96.35307512,40.0770374
12/01/2015 10:00,1,169.305222,433.9397078,119.6686309,43.88135621
12/01/2015 11:00,1,203.777627,451.4705612,105.1740352,32.14437606
12/01/2015 12:00,1,160.8794941,444.661759,102.5520963,39.30469927
12/01/2015 13:00,1,147.3606775,476.3060501,89.60094931,36.58711221
12/01/2015 14:00,1,173.4894765,427.8095903,97.70076202,34.70928591
12/01/2015 15:00,1,169.4052696,429.8502106,91.47138448,34.9401302
12/01/2015 16:00,1,157.413124,459.978934,88.09921433,42.67134668
12/01/2015 17:00,1,171.9843663,408.3990498,58.73372377,42.58221826
12/01/2015 18:00,1,165.8671288,419.1295465,81.080544,47.66544315
12/01/2015 19:00,1,159.8186204,570.1590375,109.5764064,36.72430655
12/01/2015 20:00,1,177.512539,463.6477421,81.92576207,32.72196554
12/01/2015 21:00,1,165.0250653,454.9159289,110.2416756,35.50050186
12/01/2015 22:00,1,142.4752962,440.5267199,100.6137296,40.91527238
12/01/2015 23:00,1,130.2238813,422.4545813,97.1024019,44.44043164
13/01/2015 0:00,1,161.2912674,450.7098901,113.6173155,42.18701988
13/01/2015 1:00,1,191.8128031,412.2233557,89.90389148,49.91435811
13/01/2015 2:00,1,182.5719407,498.4729869,118.1031579,43.27208587
13/01/2015 3:00,1,188.2258037,456.1295468,103.6836268,42.10633164
13/01/2015 4:00,1,184.7375816,424.4395447,115.9538141,38.67973332
13/01/2015 5:00,1,174.7364604,510.967825,100.8962604,39.25414365
13/01/2015 6:00,1,147.3940606,485.8815563,88.76344424,38.23808313
13/01/2015 7:00,1,173.0835468,438.9239577,89.42081118,40.24809491
13/01/2015 8:00,1,193.9584214,468.3128648,96.17138217,41.78635531
13/01/2015 9:00,1,119.059047,477.6243565,104.9451609,37.00421034
13/01/2015 10:00,1,158.2797157,465.1925195,90.39154031,39.54483924
13/01/2015 11:00,1,186.5369696,436.6399928,104.0609225,47.20890319
13/01/2015 12:00,1,177.9311753,283.2445794,104.5476223,37.52218643
13/01/2015 13:00,1,181.8409161,471.2511465,90.85978943,42.35693885
13/01/2015 14:00,1,176.8564926,550.3165487,108.4550869,39.38286664
13/01/2015 15:00,1,178.0824967,388.3019499,117.3273914,30.64912039
13/01/2015 16:00,1,170.2196468,462.2886396,90.0624165,35.71728668
13/01/2015 17:00,1,156.252663,427.8168996,99.11422507,36.77652749
13/01/2015 18:00,1,151.5977736,414.1040486,120.9468831,35.96378072
13/01/2015 19:00,1,170.542293,497.7635566,107.6331008,40.64380292
13/01/2015 20:00,1,163.6791033,354.9931145,89.87032838,35.47115236
13/01/2015 21:00,1,156.5095339,472.0486271,111.0612215,45.74173888
13/01/2015 22:00,1,176.2616198,431.0053024,110.7617292,43.37245361
13/01/2015 23:00,1,172.3016711,568.8379786,99.73859877,40.31807838
14/01/2015 0:00,1,191.9492457,471.0066213,83.43789134,46.37320027
14/01/2015 1:00,1,153.1774625,503.3647225,114.1973312,39.92596842
14/01/2015 2:00,1,162.2331788,378.4135747,96.51534228,44.97984571
14/01/2015 3:00,1,168.8757937,506.8792996,91.39309514,40.89616787
14/01/2015 4:00,1,148.8831488,381.4439257,82.96695908,30.5564409
14/01/2015 5:00,1,165.729412,483.74063,88.28794417,38.42346039
14/01/2015 6:00,1,159.3774323,446.9741778,108.65942,37.14400236
14/01/2015 7:00,1,137.785415,473.8651794,109.237366,45.45028269
14/01/2015 8:00,1,165.7424426,362.2217764,100.0964375,39.35442617
14/01/2015 9:00,1,161.9889175,465.533899,98.78050739,45.74111975
14/01/2015 10:00,1,186.9951529,477.1276949,105.8081501,49.24252262
14/01/2015 11:00,1,160.9389662,441.4388135,96.96417717,32.90836225
14/01/2015 12:00,1,178.3626739,473.7031877,113.291943,42.88147937
14/01/2015 13:00,1,172.1394394,510.5133325,99.29171842,40.17211142
14/01/2015 14:00,1,151.4470968,472.70825,98.79209166,42.69172358
14/01/2015 15:00,1,175.6121596,464.7750342,112.7187181,44.60007552
14/01/2015 16:00,1,168.4087081,390.2210262,102.4666324,44.64424814
14/01/2015 17:00,1,172.4909298,425.6148834,107.9849198,28.79059095
14/01/2015 18:00,1,179.8705227,479.3009316,92.31739536,43.14200102
14/01/2015 19:00,1,171.7094438,451.2020385,95.99287779,36.26792424
14/01/2015 20:00,1,193.7773875,452.3994362,104.861795,48.4201723
14/01/2015 21:00,1,171.7333016,558.710537,105.4170882,30.02081089
14/01/2015 22:00,1,151.1900144,500.8112704,114.0065854,38.69130164
14/01/2015 23:00,1,181.1279717,460.0697384,95.05756788,40.34570093
15/01/2015 0:00,1,151.6564758,455.4461292,110.4087739,39.29948869
15/01/2015 1:00,1,141.216588,498.7133218,108.5067917,36.38750357
15/01/2015 2:00,1,157.8509542,426.1300075,109.8972304,36.13088063
15/01/2015 3:00,1,158.8298416,473.4958548,94.30226655,36.26434993
15/01/2015 4:00,1,160.8874112,431.1988618,119.9463227,41.6846131
15/01/2015 5:00,1,194.1013935,414.0332725,109.664949,48.46982261
15/01/2015 6:00,1,194.5339917,398.4669059,92.55211219,27.10551236
15/01/2015 7:00,1,180.8913665,502.0462668,110.1240379,30.87609315
15/01/2015 8:00,1,150.8924761,515.5967539,100.9471048,38.79895237
15/01/2015 9:00,1,170.3471983,501.9203688,123.9522051,42.88684626
15/01/2015 10:00,1,177.3068185,439.0140208,108.9567479,41.65620053
15/01/2015 11:00,1,167.9445875,451.236997,92.87368169,39.19354365
15/01/2015 12:00,1,172.5761822,481.7969425,101.117874,35.19163997
15/01/2015 13:00,1,155.8280913,479.3792324,106.7386403,43.02065401
15/01/2015 14:00,1,150.6856954,394.3564579,83.90286377,41.12264837
15/01/2015 15:00,1,191.1164861,508.8869329,91.36977599,49.31498764
15/01/2015 16:00,1,174.0105903,459.7537148,94.78946687,36.48467577
15/01/2015 17:00,1,163.8740354,552.0694861,68.76065462,37.27626707
15/01/2015 18:00,1,174.8790683,463.6699134,100.4721982,46.10326023
15/01/2015 19:00,1,200.9372146,521.880756,91.24589743,47.14199472
15/01/2015 20:00,1,175.4400043,463.0270552,113.4370718,39.4654658
15/01/2015 21:00,1,191.1710697,461.9535533,105.0325501,41.848388
15/01/2015 22:00,1,190.5131647,454.5394225,103.0648121,44.88411912
15/01/2015 23:00,1,163.8923578,563.3185656,98.32870791,39.41014585
16/01/2015 0:00,1,181.438126,453.0249189,104.3803308,46.45422639
16/01/2015 1:00,1,180.2319877,492.7894487,105.3266731,41.69197758
16/01/2015 2:00,1,167.8951633,380.0955223,96.46765992,37.60122252
16/01/2015 3:00,1,171.9750131,475.1571556,111.5213572,52.88479751
16/01/2015 4:00,1,187.7691928,384.6511935,94.51208806,34.4190529
16/01/2015 5:00,1,216.9559364,496.1372925,101.5028245,43.54008331
16/01/2015 6:00,1,191.5721308,431.5254133,106.6961923,37.07039304
16/01/2015 7:00,1,177.9574304,460.7047057,78.50428391,35.79322566
16/01/2015 8:00,1,193.4556245,447.8796194,106.0379085,41.91490756
16/01/2015 9:00,1,200.4696279,450.1815277,95.77211202,46.65241951
16/01/2015 10:00,1,170.571974,458.4917404,106.1612444,43.01504671
16/01/2015 11:00,1,174.1797967,434.6050536,98.02488925,35.65668732
16/01/2015 12:00,1,160.8758877,473.8846058,96.4347562,37.25658515
16/01/2015 13:00,1,170.9565911,334.9575266,106.3835936,34.58360252
16/01/2015 14:00,1,176.6884178,321.6634147,108.7576754,44.11392112
16/01/2015 15:00,1,185.6212636,530.2580464,96.54189206,39.14074977
16/01/2015 16:00,1,211.1514108,379.3381229,115.3005096,43.52240359
16/01/2015 17:00,1,203.3296215,417.5062179,120.1526911,42.45911344
16/01/2015 18:00,1,194.0946148,344.019589,106.1493618,38.58238516
16/01/2015 19:00,1,181.500378,553.8992929,93.22296892,38.23544415
16/01/2015 20:00,1,189.3968959,424.7515642,97.37691465,36.18421457
16/01/2015 21:00,1,198.2141837,481.6285499,94.35807562,35.57495612
16/01/2015 22:00,1,182.4395002,440.2523862,108.9424406,41.84691926
16/01/2015 23:00,1,205.8860519,457.5118113,105.7442682,43.76876817
17/01/2015 0:00,1,206.4618035,473.2228907,114.9975679,39.3599386
17/01/2015 1:00,1,172.5024306,427.1122066,94.80702278,39.07349118
17/01/2015 2:00,1,178.7963303,405.193762,72.75655609,48.97921588
